Action Oriented,Anthony Robbins,"Remember, a real decision is measured by the fact that you’ve taken new action. If there’s no action, you haven’t truly decided.",tony_robbins_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Tony Robbins, Anthony Robbins",http://commons.wikimedia.org/wiki/File%3ATony_Robbins_gesturing.JPG
Action Oriented,Aristotle,"We are what we repeatedly do. Excellence, therefore, is not an act but a habit.",aristotle_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Aristotle",http://commons.wikimedia.org/wiki/File%3AAristotle_Altemps_Inv8575.jpg
Action Oriented,Arthur Ashe,Fear isn't an excuse to come to a standstill. It's the impetus to step up and strike.,arthur_ashe_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Arthur Ashe",https://commons.wikimedia.org/wiki/File%3AArthur_Ashe.jpg
Action Oriented,Carl Jung,"You are what you do, not what you say you'll do.",carl_jung_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Carl Jung",http://upload.wikimedia.org/wikipedia/commons/f/f3/Carl_Gustav_Jung.jpg
Action Oriented,Dale Carnegie,"Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit home and think about it. Go out and get busy.",dale_carnegie_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Dale Carnegie",http://www.biografiasyvidas.com/biografia/c/fotos/carnegie_dale.jpg
Action Oriented,Eleanor Roosevelt,"You gain strength, courage, and confidence by every experience in which you really stop to look fear in the face. You must do the thing which you think you cannot do.",eleanor_roosevelt_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Eleanor Roosevelt",https://commons.wikimedia.org/wiki/File%3AEleanor_Roosevelt_portrait_1933.jpg
Action Oriented,Ernest Hemingway,Never confuse movement with action.,ernest_hemingway_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Ernest Hemingway",http://commons.wikimedia.org/wiki/File%3AErnest_Hemingway-Karsh.jpg
Action Oriented,Francis Chan,Our greatest fear should not be of failure but of succeeding at things in life that don’t really matter.,francis_chan_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Francis Chan",http://commons.wikimedia.org/wiki/File%3AFrancisChan.jpg
Action Oriented,Johann Wolfgang von Goethe,Knowing is not enough; we must apply. Willing is not enough; we must do.,goethe_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Goethe",http://commons.wikimedia.org/wiki/File%3AGoethe_raabe_1814.jpg
Action Oriented,"Martin Luther King, Jr","Take the first step in faith. You don't have to see the whole staircase, just take the first step.",martin_luther_king_jr_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Martin Luther King Jr",http://commons.wikimedia.org/wiki/File:Martin_Luther_King_Jr_NYWTS.jpg
Action Oriented,Max Brooks,"If you believe you can accomplish everything by ""cramming"" at the eleventh hour, by all means, don't lift a finger now. But you may think twice about beginning to build your ark once it has already started raining.",max_brooks_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Max Brooks",http://commons.wikimedia.org/wiki/File%3AMax_Brooks_(5773898181).jpg
Action Oriented,Pablo Picasso,Only put off until tomorrow what you are willing to die having left undone.,pablo_picasso_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Pablo Picasso",https://commons.wikimedia.org/wiki/File%3APablo_picasso_1.jpg
Action Oriented,Robert Frost,The best way out is always through.,robert_frost_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Robert Frost",http://commons.wikimedia.org/wiki/File%3ARobert_Frost_NYWTS_4.jpg
Action Oriented,Teddy Roosevelt,"In any situation, the best thing you can do is the right thing; the next best thing you can do is the wrong thing; the worst thing you can do is nothing.",theodore_roosevelt_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Theodore Roosevelt, Teddy Roosevelt",http://commons.wikimedia.org/wiki/File%3APresident_Theodore_Roosevelt%2C_1904.jpg
Action Oriented,Vaclav Havel,"Vision is not enough, it must be combined with venture. It is not enough to stare up the steps, we must step up the stairs.",vaclav_havel_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Vaclav Havel",http://www.purkrabek.com/blog/index.php?m=03&y=12
Action Oriented,Wayne Gretzky,Procrastination is one of the most common and deadliest of diseases and its toll on success and happiness is heavy.,wayne_gretzky_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, Wayne Gretzky",http://commons.wikimedia.org/wiki/File%3AWgretz.jpg
Action Oriented,William James,"Action may not always bring happiness, but there is no happiness without action.",william_james_100px72res.jpg,"action oriented, action orientated, action driven, taking action, procrastinating, how to avoid procrastinating, procrastination, overcoming roadblocks, eliminate bureaucracy, reduce bureaucracy, overcome bureaucracy, red tape, getting ahead, moving up, moving forward, overcoming doubt, overcoming obstacles, overcoming fear, minimising fear, eliminating fear, eliminating doubt, William James",http://commons.wikimedia.org/wiki/File%3AWilliam_James_in_1890s.jpg
